Seq;CPF;Nome;Sexo;DataNasc;CodReg;CodMunic;CategProf;AnosEstudo;AnosEmprego;Sal‡rio;Altura (cm);Peso (kg);Fuma (1=sim, 0=n‹o)
4871;175673025-35;Isabela P. Aramizoni;F;15/09/70;100;103;A;6;5;976;156;60;0
4872;387415492-01;Gertrudes Araújo;F;17/01/68;100;103;A;4;7;1.082;164;77;1
4873;443138859-19;Eduardo M. Lourenço;M;06/10/80;100;103;D;13;7;5.261;170;74;1
4874;499848359-52;Edson Alves Castro;M;14/01/69;100;103;C;16;14;7.905;180;69;0
4875;703961913-04;Fabrício Mancini Castro;M;23/09/65;100;104;C;16;9;8.445;175;52;0
4876;615017003-91;Laércio T. Morbick;M;13/12/71;100;104;D;12;11;5.341;187;78;1
4877;494336875-15;Paula Yamamoto Alves;F;24/05/45;100;104;E;16;29;3.547;157;85;0
4878;866328583-33;Dirce Sasaky Zarin;F;08/07/71;100;104;B;12;14;2.286;161;70;1
4879;412490464-91;Diana Leite Gatty;F;19/08/82;100;104;C;16;1;7.436;161;58;0
4880;366117396-02;Luciano Gonçalves Sá;M;05/12/62;100;104;D;13;9;5.439;196;90;1
4881;883413075-88;Clarice Santos Nascimento;F;25/11/68;100;104;A;6;7;1.087;149;71;1
4882;042967068-02;Lúcio Lima;M;23/04/71;100;104;C;19;6;8.723;171;77;1
4883;950689028-53;Olga Sasaky Fonseca;F;09/04/70;100;104;A;4;0;1.050;170;70;1
4884;621024210-31;Dora M. Ramos;F;10/06/60;100;104;A;4;11;1.093;157;78;1
4885;352333898-00;Olga Torres;F;27/07/63;100;104;D;12;11;5.571;167;66;1
4886;468063249-67;Dijalma G. Leal;M;01/02/71;100;104;B;12;10;2.149;174;84;1
4887;664266393-46;Geraldo Santos Castro;M;18/03/64;100;104;A;4;9;1.068;179;80;1
4888;832788035-74;Fernando Faraggi;M;20/07/57;100;104;B;12;22;2.577;181;103;0
4889;217940972-95;Leonel Leal;Masc.;31/03/69;100;104;A;4;10;1.128;175;97;0
4890;910393796-80;Regina M. Souza;F;13/06/74;100;104;C;20;11;7.671;152;47;0
4891;943408616-77;Clotilde S. Rigoni;F;15/01/70;100;104;B;12;7;2.191;162;67;0
4892;008456671-06;Élida Rosa Miranda;Fem.;26/03/64;100;104;A;4;18;1.117;169;78;1
4893;891030396-41;Hugo T. Sampaio;M;20/04/78;100;104;A;4;7;1.115;168;89;1
4894;849656077-59;Jorge U. Mendes;M;14/09/54;100;104;B;12;18;2.392;169;105;1
4895;473173775-38;Giovana Miranda;F;06/02/74;100;104;B;12;5;1.919;149;64;0
4896;281790811-25;Petrônio Novaes;Masc.;17/04/51;100;104;A;4;18;1.221;172;113;1
4897;902999849-07;Eleno R. Aramizoni;M;08/01/76;100;104;A;4;6;968;179;81;1
4898;234225133-53;Marisa Aguiar;F;04/03/76;100;104;D;14;7;5.298;163;73;0
4899;165956231-70;Fabiano N. Leite;Masc.;07/03/67;100;104;B;12;17;1.985;174;94;0
4900;182730542-84;Dijalma M. Ledesma;Masc.;19/01/79;100;104;D;12;5;5.187;188;75;1
4901;139782715-75;Jorge Araújo;Masc.;12/07/68;100;104;D;12;15;5.887;185;80;1
4902;267042569-03;Amauri P. Rigoni;Masc.;26/04/74;100;104;D;12;0;5.473;178;77;0
4903;921381797-53;Jânio Pontes;M;26/12/79;100;104;B;12;4;2.207;162;70;1
4904;137174929-93;Vera Mendes;F;14/11/69;100;104;C;16;11;7.010;163;60;0
4905;890003098-16;Lúcio A. Verdinn;M;20/06/64;100;104;B;12;17;2.356;178;70;0
4906;397769743-92;Isabela V. Duarte;F;28/06/70;100;104;B;12;11;2.136;158;57;0
4907;191950471-07;Eufrásia M. Cordeiro;F;13/11/76;100;104;A;5;4;1.039;156;70;1
4908;919987891-79;Giovanna Novaes Warwasky;F;05/03/74;100;104;B;15;12;2.472;158;56;0
4909;077536761-30;Dorotéia Nogueira Lopes;F;23/01/76;100;104;A;6;0;1.017;159;60;0
4910;671260244-01;Juvenal M. Saldanha;M;16/06/74;100;104;D;12;12;5.387;192;89;1
4911;357698586-72;Gino A. Rigoni;M;15/08/55;100;104;C;17;22;7.717;171;67;1
4912;596322975-80;Ana R. Morita;F;19/11/60;100;104;A;4;10;1.072;155;65;1
4913;435240737-27;João Campos Gatty;M;30/10/63;100;104;D;12;14;5.200;191;76;1
4914;117022727-96;Clarice Santos Nakano;F;11/12/65;100;104;A;7;16;1.290;144;74;0
4915;114074376-74;Dolores Melo Rigoni;F;17/08/64;100;104;E;16;15;3.788;152;54;1
4916;751131485-63;Lúcia Trentti;F;30/04/74;100;104;A;4;10;1.131;155;74;1
4917;513405970-55;Marlene R. Pontes;F;15/01/75;100;104;D;12;8;5.576;166;65;0
4918;249402855-88;Abigail Leal;F;16/07/69;100;104;A;5;5;1.078;146;83;0
4919;650347831-34;Cleide H. Mancini;F;27/10/73;100;104;B;12;10;1.899;161;61;0
4920;727566076-81;Giovanna Loureiro;F;14/08/71;100;104;A;5;9;1.060;163;73;1
4921;426329839-08;Victor Alves Gonçalves;M;08/08/85;100;104;B;12;2;1.916;168;67;0
4922;898121887-03;Valdir Sá;M;25/07/61;100;104;B;12;21;2.099;174;71;1
4923;953713951-48;Neyde Torres Mancini;F;15/03/58;100;104;A;4;22;1.203;168;68;1
4924;662351279-95;Cláudio M. Angelini;M;03/10/64;100;104;D;12;10;5.889;186;89;1
4925;700581192-56;Heleno S. Macieira;M;27/04/64;100;104;A;4;12;1.236;159;93;1
4926;524714843-60;Roberto Cruz Nogueira;M;28/12/66;100;104;A;4;9;1.145;170;113;0
4927;662214413-31;Vânia T. Furkin;F;07/05/51;100;104;A;5;13;1.129;147;76;0
4928;976850345-90;José Loureiro Haddad;M;21/02/60;100;104;A;4;15;1.175;163;91;1
4929;273899734-12;Cristiano Lopes;Masc.;24/06/76;100;104;A;4;7;1.047;167;84;1
4930;570834704-05;Gilberto Aguiar;M;12/03/61;100;104;C;18;15;7.061;155;61;1
4931;971816537-17;Izabel A. Bezerra;F;11/04/53;100;104;B;12;19;2.630;174;78;0
4932;987879270-63;Cláudia H. Iawata;F;30/12/71;100;104;E;16;5;3.020;152;56;1
4933;736127918-00;Getúlio Macieira;M;21/06/76;100;104;A;4;4;1.017;178;82;1
4934;520841609-46;Fabiana Almeida Faraggi;F;18/08/69;100;104;A;6;7;1.057;159;76;1
4935;743668588-00;Berenice A. Toguchi;F;01/03/62;100;104;C;16;20;8.472;159;55;0
4936;025018408-79;Fernando Lima Schineider;M;23/06/51;100;104;C;16;21;8.510;172;63;1
4937;597241092-32;Marciano S. Mancini;M;25/06/70;100;104;B;16;14;2.380;169;60;1
4938;586165897-83;Diógenes Vieira Almeida;M;04/02/70;100;104;A;4;15;1.205;167;87;0
4939;592315240-11;Otílio R. Verdinn;M;08/07/62;100;104;A;4;8;1.061;167;92;1
4940;686851327-54;Hugo Arantes Morbick;M;09/12/66;100;104;E;17;11;3.304;170;87;1
4941;693310964-02;Giovanna L. Ramos;F;30/09/58;100;104;B;14;11;2.393;165;69;0
4942;164460701-87;Carlito L. Gatty;Masc.;09/11/74;100;104;B;16;8;2.096;165;74;1
4943;315940995-37;Edson P. Macieira;M;04/04/63;100;104;A;4;17;1.152;180;82;1
4944;707363425-16;André S. Zarin;M;25/10/74;100;104;D;14;10;5.018;182;70;1
4945;479798694-86;Diana Martins;F;26/01/69;100;104;B;12;9;2.362;159;78;1
4946;615787633-63;Juvenal Arantes Aguiar;M;01/12/68;100;104;C;18;14;7.259;159;59;0
4947;233544632-01;Valdir M. Fozxy;Masc.;15/08/69;100;104;D;12;12;5.831;196;84;0
4948;359131067-09;Romário Mota;M;04/12/78;100;104;E;16;7;3.262;153;66;1
4949;240359619-14;Gertrudes Pitanga Sá;F;22/06/76;100;104;A;4;11;1.178;156;59;1
4950;317206084-58;Lourdes Moraes;F;31/10/47;100;104;C;17;0;6.847;168;81;0
4951;863993929-26;Cristina Medeiros;F;11/03/68;100;104;A;4;8;1.094;155;73;1
4952;969587491-62;Amaro Duarte;M;16/07/63;100;104;C;16;15;7.702;169;70;1
4953;886521023-09;Lourdes Machado;F;11/03/73;100;104;D;13;11;6.153;175;59;0
4954;150431605-35;Marli Novaes Angelini;F;01/08/82;100;104;A;4;5;1.033;153;62;0
4955;928304486-00;Gilberto Teixeira Machado;M;03/08/52;100;104;A;4;12;1.071;179;94;1
4956;180136004-91;Madalena P. Silva;F;17/09/56;100;104;C;18;0;7.251;164;71;1
4957;954065977-95;Doralice Leite Nogueira;F;30/03/67;100;104;B;12;17;2.288;153;61;0
4958;018301303-40;Américo C. Toguchi;M;14/07/65;100;104;D;13;13;4.781;184;92;1
4959;953540752-03;Lúcio Aroeira Souza;M;18/06/58;100;104;A;4;19;1.192;171;98;0
4960;306308747-51;Nilo Santos;M;06/08/65;100;104;A;4;8;1.150;153;76;1
4961;074890203-10;Dagoberto M. Ledesma;M;13/10/81;100;104;A;4;2;1.016;163;90;1
4962;485981367-78;Marcos A. Torelli;M;01/11/66;100;104;B;12;10;2.299;165;81;0
4963;197392821-30;Alcides P. Maia;Masc.;11/09/61;100;104;C;16;16;7.536;162;78;0
4964;444586880-90;Priscila Soares Aramizoni;F;29/08/67;100;104;B;12;16;2.171;165;58;1
4965;049976173-18;Getúlio P. Arantes;M;09/01/66;100;104;A;4;18;1.204;175;87;1
4966;986178137-41;Izabel Cordeiro;F;27/11/59;100;104;A;7;0;955;161;79;1
4967;251489714-95;Marina Arantes;F;14/09/63;100;104;A;4;8;1.068;140;74;0
4968;201738687-11;Berenice M. Novaes;F;18/06/73;100;104;B;12;10;2.350;146;57;0
4969;794429035-00;Gervásio Cruz Toguchi;M;26/07/69;100;104;C;17;16;8.341;166;67;1
4970;261586537-48;Juliana Novaes;F;25/10/77;100;104;A;4;5;1.082;150;62;1
4971;531395191-25;Priscilla Loureiro Schineider;F;04/01/73;100;104;A;7;0;959;170;70;0
4972;301295178-44;Bento Q. Novelli;M;19/06/72;100;104;D;13;7;5.670;191;84;1
4973;623736721-70;Herval Barbosa;M;15/09/80;100;104;D;12;8;4.901;174;84;1
4974;925671983-50;Márcia Marques Machado;F;06/09/63;100;104;B;12;17;2.452;166;98;0
4975;649863750-16;Valdir G. Pereira;M;18/08/60;100;104;C;16;16;8.071;169;70;1
4976;854355445-48;Marco Sampaio Iawata;M;11/11/72;100;104;A;8;7;1.069;173;72;1
4977;480707169-67;Gervásio L. Rigoni;M;05/07/65;100;104;C;16;7;8.634;174;77;0
4978;893235193-75;Juscelino Nascimento Aramizoni;M;18/10/67;100;104;A;4;13;1.074;173;90;1
4979;548558105-68;Eleno N. Saldanha;M;08/10/65;100;104;C;16;11;8.702;189;89;1
4980;934170345-07;Petrônio Alves Verdinn;M;01/09/69;100;104;A;4;14;1.187;164;93;0
4981;206388212-66;Sebastião Miranda;Masc.;20/02/67;100;104;D;13;12;5.935;185;80;1
4982;005987012-57;Edson Pontes Novelli;M;18/01/57;100;104;B;12;22;2.505;179;94;1
4983;699096036-16;Anna Araújo Rodrigues;F;05/06/69;100;104;B;12;12;2.290;174;72;0
4984;059165480-60;Valdir M. Lima;M;28/10/61;100;104;C;16;9;7.778;165;183;1
4985;652202276-10;Manoel Arantes;M;17/03/62;100;104;A;4;8;1.109;152;74;0
4986;843605939-53;Alcides M. Queiroga;M;09/12/76;100;104;C;21;0;6.605;167;75;1
4987;143779790-35;Marcondes C. Gatty;Masc.;30/06/72;100;104;C;17;7;7.517;160;68;1
4988;476995486-71;Leonardo Bayochi Uema;M;18/11/63;100;104;A;4;7;1.002;178;94;1
4989;426991268-53;Simone Marques;F;27/04/64;100;104;A;5;8;1.066;180;80;1
4990;182677112-36;Olga C. Ledesma;F;01/10/64;100;104;C;16;14;6.469;149;64;0
4991;989242213-96;Marcos G. Morbick;M;19/09/68;100;104;B;12;16;2.526;173;94;1
4992;685742254-01;Cláudio Gouveia Barbosa;M;18/09/68;100;104;A;4;9;1.100;168;79;0
4993;890884072-90;Ana Silva Reis;F;10/12/71;100;104;D;13;13;4.325;174;69;0
4994;919769480-02;Dirceu Coutinho;M;02/12/49;100;104;D;12;21;7.038;191;92;1
4995;101309549-93;Rui A. Leal;M;22/06/83;100;104;C;16;4;7.713;166;78;0
4996;193397565-25;Melissa Mendes;F;16/02/71;100;104;B;12;14;2.283;149;68;1
4997;835850926-08;Geraldo S. Souza;M;11/10/80;100;104;C;16;6;6.923;173;66;0
4998;402102841-29;Elza Duarte;F;28/03/71;100;104;C;16;10;8.328;163;45;0
4999;787823990-85;Hugo T. Aramizoni;M;24/11/68;100;104;C;16;8;7.631;177;64;0
5000;512444804-01;Olga G. Bayochi;F;22/08/63;100;104;B;14;17;2.604;156;78;0
5001;241901447-20;Marco T. Iawata;Masc.;20/07/63;100;104;C;16;7;6.581;180;70;0
5002;064075640-93;Marina L. Leite;F;08/10/85;100;104;A;4;1;932;165;68;1
5003;477408912-58;Alcides Werneck;M;26/12/62;100;104;A;4;20;1.230;164;87;0
5004;739590609-80;Marcílio Seixas;M;02/04/68;100;104;D;12;6;5.578;177;74;0
5005;638209710-17;Gino Medeiros;M;13/03/66;100;104;B;12;18;2.371;169;75;0
5006;462332498-21;Márcia Miranda Angelini;F;19/01/83;100;104;B;12;6;2.212;160;76;1
5007;265406960-51;Dolores S. Faraggi;F;21/06/79;100;104;B;12;6;2.153;163;77;1
5008;763858275-69;Marcondes M. Andrade;M;29/09/68;100;104;A;7;11;1.080;183;92;0
5009;582568830-73;Luiz M. Teixeira;M;25/09/59;100;104;B;13;19;2.379;172;81;0
5010;742460736-79;Walter Oliveira;M;16/11/64;100;104;C;19;11;8.725;160;78;1
5011;721061761-20;Regina Almeida;F;16/09/63;100;104;E;18;8;2.616;159;69;0
5012;330881406-47;Vera C. Machado;F;21/10/76;100;104;E;17;5;3.252;157;72;1
5013;406902497-21;Isabel M. Angelini;F;02/06/68;100;104;B;14;11;2.081;164;72;0
5014;640900765-52;Jânio R. Toguchi;M;06/04/75;100;104;D;12;7;5.159;185;91;1
5015;618408174-88;Izabel Loureiro Yamamoto;F;21/03/84;100;104;C;16;5;5.584;155;54;0
5016;454722208-82;Jairo P. Iawata;M;10/03/65;100;104;A;4;17;1.174;162;73;1
5017;295305795-19;Marcílio V. Gatty;M;28/09/71;100;104;D;13;14;5.722;184;80;0
5018;881395843-98;Gertrudes F. Rosa;F;27/04/61;100;104;C;16;0;7.569;166;66;0
5019;987810494-04;Benedita M. Sá;F;04/07/63;100;104;A;4;14;1.206;140;67;0
5020;634656910-40;Ernesto Souza Zarin;M;17/07/63;100;104;B;12;9;2.146;185;88;0
5021;696817653-03;Guilherme Yamamoto Uema;M;12/05/87;100;104;B;12;1;1.959;162;62;0
5022;930989521-72;Vânia Teixeira Mancini;F;03/03/57;100;104;E;16;22;3.518;148;62;1
5023;685838668-80;Nilo D. Pereira;M;12/08/75;100;104;D;12;10;5.643;173;68;1
5024;646684312-22;Francisco Saldanha Verdinn;M;16/01/53;100;104;C;16;22;7.747;171;80;1
5025;665068101-65;Américo Nakano Weltsel;M;23/01/53;100;104;B;12;12;2.374;173;95;1
5026;360870994-09;Oscar Vieira Sasaky;M;30/10/75;100;104;E;19;7;2.885;174;75;1
5027;997970863-80;Thiago S. Morbick;M;07/03/78;100;104;C;17;5;8.192;177;66;0
5028;108507377-70;Hugo L. Silva;M;29/11/62;100;104;C;16;17;6.738;167;77;0
5029;510420211-98;Abílio R. Queiroga;M;18/09/65;100;104;B;12;0;2.120;162;71;1
5030;283346131-30;Dirce B. Toguchi;F;21/06/56;100;104;B;15;15;2.432;163;70;0
5031;763419988-56;Eufrásia A. Sasaky;F;03/12/58;100;104;B;12;20;2.494;157;64;1
5032;498353209-93;Thiago R. Rodrigues;M;01/10/55;100;104;D;12;19;6.762;195;86;1
5033;478755377-11;Otília Holtz Zarin;F;20/04/72;100;104;A;5;8;1.125;145;65;1
5034;624523632-00;Suzana Oliveira Almeida;M;17/05/81;100;104;E;16;2;3.022;147;61;1
5035;882456028-84;Ernesto D. Souza;M;26/02/60;100;104;B;12;19;2.584;174;76;0
5036;295780257-00;Jânio B. Macieira;M;27/08/67;100;104;D;12;8;4.642;185;82;1
5037;461420901-70;Fabiana W. Fozxy;F;03/12/72;100;104;B;12;13;2.160;166;72;0
5038;761263344-26;Clotilde L. Kalil;F;01/06/70;100;104;B;12;9;2.227;159;61;1
5039;923355559-48;Dorotéia S. Iawata;F;30/08/69;100;104;A;8;10;1.084;158;70;1
5040;666818271-28;Guilherme M. Trentti;M;20/01/69;100;104;C;16;12;6.626;166;73;1
5041;664810748-00;Teresa M. Rigoni;F;01/03/70;100;104;B;12;8;1.865;157;61;0
5042;146940410-96;Heráclito Sasaky;Masc.;21/06/53;100;104;D;12;25;6.256;210;99;1
5043;104739503-75;Marco P. Longhini;M;20/12/70;100;104;A;4;6;1.037;179;81;1
5044;039313618-37;Cantídio Leite Gonçalves;M;23/08/78;100;104;D;15;8;5.145;192;81;1
5045;563856090-49;Cantídio P. Teixeira;M;20/05/85;100;104;D;14;2;5.338;185;68;0
5046;302714921-04;Mariana Rodrigues Schineider;F;05/12/62;100;104;D;13;11;5.264;163;64;0
5047;368947451-53;Juscelino C. Aroeira;M;16/09/58;100;104;A;4;18;1.241;171;100;0
5048;235206679-40;Terezinha Santana Pereira;F;16/05/71;100;104;E;16;8;2.889;162;59;0
5049;205759580-30;Maria S. Rodrigues;F;03/12/91;100;104;B;15;0;2.026;151;63;1
5050;495480592-90;Regina A. Lemos;F;06/06/65;100;104;B;12;18;2.400;164;75;1
5051;710995027-13;Américo M. Bayochi;M;29/02/72;100;104;A;5;13;1.124;171;82;1
5052;433067196-41;Regina Ramos;F;27/11/53;100;104;A;7;18;1.221;167;86;1
5053;284932253-98;Ivo Oliveira Pinheiro;Masc.;13/06/62;100;104;E;19;12;3.958;171;72;1
5054;892617409-36;Roberto R. Souza;M;01/08/62;100;104;A;5;16;1.113;184;118;1
5055;594861518-90;Hugo Santana Ferraz;M;19/06/61;100;104;D;12;0;4.737;202;95;0
5056;473374661-02;Florinda Rosa;F;03/12/91;100;104;A;4;0;1.027;153;58;1
5057;932413460-48;Letícia T. Nakano;F;25/11/61;100;104;E;16;15;3.382;156;63;0
5058;306329281-82;Valter C. Bayochi;M;16/06/66;100;104;B;12;10;2.374;189;96;0
5059;551889479-19;Cláudia L. Pontes;F;06/12/80;100;104;D;12;3;5.536;172;63;1
5060;521667551-51;Vera Torres Teixeira;F;15/11/51;100;104;B;12;12;2.098;153;65;0
5061;654503677-75;Terezinha Lopes Aramizoni;F;14/04/69;100;104;A;4;6;1.090;162;49;1
5062;858279467-37;Amélia Lopes Barbosa;F;08/07/49;100;104;A;4;15;1.198;165;87;1
5063;831668687-20;Terezinha Haddad Kalil;F;24/05/60;100;104;A;9;11;1.121;158;73;1
5064;334373442-00;Gertrudes M. Ledesma;F;24/09/65;100;104;A;6;15;4.186;163;75;0
5065;023863342-01;Zélia F. Morita;Fem.;09/01/73;100;104;B;13;4;1.918;159;70;1
5066;463689713-71;Kátia C. Angelini;F;16/12/67;100;104;B;17;9;2.233;167;66;0
5067;531589493-26;Eufrásia M. Werneck;F;25/10/75;100;104;B;12;11;2.179;162;67;1
5068;170498651-68;Bento Mota;Masc.;11/10/73;100;104;A;5;4;1.042;162;91;1
5069;264732948-64;Romário Sá Heckmann;Masc.;27/09/73;100;104;D;12;8;4.300;175;74;0
5070;166784348-62;Marciano R. Gruginsky;Masc.;03/01/69;100;104;D;12;8;5.029;187;84;0
5071;699533985-18;Tereza Aguiar Lourenço;F;26/09/68;100;104;B;12;12;2.264;176;76;0
5072;450063119-40;Regina P. Haddad;F;11/09/78;100;104;A;6;4;1.032;157;70;1
5073;314653079-15;Mônica T. Haddad;F;10/04/68;100;104;B;12;16;2.341;162;65;0
5074;362228081-66;Melissa L. Verdinn;F;24/03/87;100;104;A;4;3;1.022;162;72;1
5075;105357313-88;Zuleica Pereira Sá;F;12/12/65;100;104;A;4;8;1.038;152;71;1
5076;180312879-88;Jânio N. Nogueira;Masc.;02/01/63;100;104;B;12;13;2.378;150;74;0
5077;304852342-11;Fabiano S. Werneck;M;29/06/64;100;104;C;16;11;7.490;159;79;1
5078;701425818-44;Rui Longhini Sá;M;13/08/59;100;104;D;13;17;6.046;185;82;0
5079;37971182-17;Tereza A. Rigoni;F;29/09/71;100;104;B;12;6;2.019;165;60;0
5080;880750232-18;Herval Loureiro Vieira;M;10/03/77;100;104;A;4;5;999;178;93;1
5081;430153568-36;Cláudio L. Maia;M;14/04/60;100;104;B;12;19;2.355;173;82;1
5082;287098676-94;Elza Gonçalves Aroeira;F;28/10/73;100;104;A;4;0;1.003;165;79;0
5083;239423690-60;Rogério S. Oliveira;Masc.;25/05/61;100;104;D;12;13;5.579;187;93;0
5084;139243270-76;Fernando Nascimento;Masc.;07/08/60;100;104;C;22;8;7.799;165;70;0
5085;929076565-89;Carlos L. Marques;M;10/09/71;100;104;B;13;9;2.212;177;84;0
5086;118758094-57;Melissa Duarte Gatty;F;27/03/69;100;104;B;15;14;2.367;158;55;0
5087;937936423-72;Simone Torres Kalil Souza;F;09/08/80;100;104;C;16;2;7.999;158;55;0
5088;059546819-53;Fernanda Rosa Morita;F;19/04/83;100;104;A;4;6;1.068;171;74;0
5089;153991933-10;Teutônio Gruginsky;Masc.;07/01/61;100;104;C;16;14;7.575;176;74;1
5090;369406664-00;Adalberto Nogueira Gonçalves;M;24/12/65;100;104;C;16;7;8.799;163;54;1
5091;104807023-90;Beatriz Melo Werneck;F;31/08/78;100;104;A;4;10;1.059;156;66;1
5092;869317836-96;Fernando M. Pereira;M;17/09/79;100;104;A;4;0;959;163;87;0
5093;667797444-84;Kátia A. Ledesma;F;20/01/75;100;104;B;14;9;1.971;175;72;0
5094;487144021-49;Aurélio Coutinho Toguchi;M;13/02/57;100;104;C;16;14;6.871;172;61;0
5095;068678129-53;Mariana Rosa;F;03/01/61;100;104;A;5;16;1.143;154;70;1
5096;143788616-74;Luciano Gomes;Masc.;13/03/71;100;104;B;15;11;2.320;167;64;1
5097;605802017-40;Márcia Aroeira Moura;F;29/09/57;100;104;A;4;13;1.093;163;70;1
5098;357024019-30;Hugo N. Ramos;M;03/07/71;100;104;B;13;10;2.407;181;85;1
5099;052845745-40;Petrônio Campos;M;19/11/66;100;104;D;12;7;4.377;203;92;0
5100;813065183-18;Eleno S. Holtz;M;28/05/79;100;104;A;5;6;1.033;183;81;0
5101;470447999-49;Laércio Leal Haddad;M;27/03/56;100;104;D;12;25;7.305;202;82;0
5102;453076723-06;Cantídio Souza;M;23/07/64;100;104;B;12;10;2.576;159;63;1
5103;018496173-41;Geraldo Saldanha Pinheiro;M;30/01/66;100;104;B;12;14;2.357;166;95;0
5104;120777045-00;Herval Cunha;M;29/01/65;100;104;A;4;15;1.109;174;92;1
5105;985065075-37;Jairo M. Fozxy;M;17/04/53;100;104;A;4;17;1.137;183;115;1
5106;198172091-05;Jânio Mesquita Guimarães;Masc.;23/02/74;100;104;D;12;11;6.199;193;91;0
5107;392984912-71;Leonel Sá Gouveia;M;17/04/61;100;104;B;13;18;2.237;176;73;1
5108;595509760-09;Valdir Novaes Pereira;M;07/02/66;100;104;B;13;18;2.326;203;100;0
5109;645783307-10;Dagoberto Loureiro Bayochi;M;04/01/65;100;104;B;15;18;2.100;167;61;0
5110;563058594-00;Cícero Aroeira Saldanha;M;24/04/69;100;104;C;21;13;8.781;175;73;0
5111;288437618-62;Nilo Teixeira Weltsel;Masc.;16/04/81;100;104;B;12;4;2.296;175;68;1
5112;141318401-46;André S. Martins;Masc.;23/07/56;100;104;B;12;13;2.146;180;89;1
5113;465665053-69;Doralice S. Seixas;F;24/08/84;100;104;E;16;6;2.860;157;55;0
5114;251806360-94;Kátia A. Toguchi;F;27/05/61;100;104;A;4;0;940;157;83;0
5115;726407477-38;Reinaldo Duarte Schineider;M;18/03/55;100;104;A;5;17;1.099;178;99;1
5116;080645760-08;Elizabeth Aroeira;F;04/08/66;100;104;C;16;12;8.330;167;71;0
5117;256542746-86;Clotilde S. Aramizoni;F;14/08/70;100;104;A;7;12;1.115;155;62;0
5118;557723435-21;Almir L. Ferraz;M;01/04/65;100;104;D;12;8;5.060;203;77;0
5119;312626037-30;Luiz Miranda Aguiar;M;13/08/58;100;104;C;16;22;7.235;170;86;1
5120;483644498-50;Izabel Rodrigues Andrade;F;10/03/47;100;104;D;12;21;5.846;177;65;0
5121;073774675-09;Rogério P. Ledesma;M;28/09/75;100;104;B;13;8;2.389;163;76;1
5122;729018292-87;Aurélio Mota;M;25/09/66;100;104;D;12;12;5.458;183;87;0
5123;345967734-16;Benedita Holtz;F;13/07/62;100;104;B;12;13;1.963;164;65;0
5124;698875484-99;Clarice Werneck Campos;F;25/05/64;100;104;C;22;17;7.331;152;59;1
5125;774587904-31;Herval D. Yamamoto;M;26/02/62;100;104;A;4;20;1.267;166;92;0
5126;827914731-49;Ênio L. Furkin;M;26/07/70;100;104;C;16;11;8.255;164;90;0
5127;818864873-67;Reinaldo L. Weltsel;M;03/05/65;100;104;D;14;15;6.195;185;81;1
5128;827466413-21;Carlos R. Fozxy;M;16/11/55;100;104;A;4;14;1.219;172;87;1
5129;120735708-10;Amélia P. Maia;F;30/06/62;100;104;C;16;8;7.048;167;70;1
5130;960213736-34;Nilo N. Rigoni;M;18/08/82;100;104;A;4;3;983;177;107;1
5131;501237467-36;Cícero Vieira Uema;M;12/01/71;100;104;A;4;6;1.087;173;95;0
5132;991864277-76;Adalberto Pitanga Schineider;M;08/10/79;100;104;B;14;9;2.220;153;76;0
5133;483145133-93;Vânia L. Toguchi;F;12/01/67;100;104;A;4;13;1.121;152;69;1
5134;753635408-86;Cristiano Souza;M;24/12/64;100;104;A;4;8;1.055;173;105;0
5135;243677742-01;Dirce Sasaky;F;07/02/73;100;104;C;16;5;8.388;182;71;0
5136;400179325-30;Marciano Moura Leite;M;10/08/66;100;104;A;4;8;1.111;156;74;1
5137;460970679-25;Maria Leal Leite;F;30/03/84;100;104;A;4;4;1.006;152;60;0
5138;226416488-30;Zélia Pinto Iawata;F;03/06/57;100;104;B;12;14;2.390;176;66;0
5139;772684840-54;Sebastião V. Angelini;M;12/05/65;100;104;D;12;18;6.219;188;80;1
5140;397093942-90;Mirtes Mota;F;01/04/72;100;104;A;4;9;1.217;158;66;0
5141;196770799-56;Isabel Aguiar;F;19/12/52;100;104;B;12;16;2.329;167;74;1
5142;408883999-44;Gino N. Schineider;M;04/12/65;100;104;A;4;13;1.105;173;93;1
5143;823517742-05;Laércio O. Santana;M;20/06/61;100;104;B;12;21;2.214;168;89;1
5144;454983997-07;Juliana C. Pitanga;F;05/01/66;100;104;C;16;15;10.313;164;48;1
5145;403231625-25;Fábio N. Warwasky;M;21/08/69;100;104;A;4;16;1.228;166;78;0
5146;332136492-10;Rodrigo Kalil Medeiros;M;01/02/71;100;104;A;4;13;1.135;158;90;1
5147;588153738-61;Getúlio C. Novelli;M;26/05/62;100;104;B;12;15;2.038;173;97;1
5148;679291232-86;Laércio P. Lemos;M;31/08/72;100;104;C;21;6;6.683;166;78;1
5149;025032620-58;Samuel A. Duarte;M;17/11/80;100;104;B;12;8;1.997;164;73;0
5150;513099746-83;Regina Gomes Morita;F;12/04/87;100;104;A;6;3;1.066;158;64;1
5151;380646404-90;Anna L. Cordeiro;F;03/03/75;100;104;B;13;0;1.792;151;74;0
5152;430023432-93;Carla G. Ferraz;F;15/05/68;100;104;A;4;13;1.211;170;72;0
5153;825031783-16;André Morbick;M;04/11/79;100;104;D;12;7;5.381;191;77;1
5154;218954095-00;Leonardo M. Lourenço;Masc.;26/05/73;100;104;A;7;12;1.070;161;81;0
